1597:[101.51653 106.99696 445.197  ],[ 95.19843  81.7126  387.425  ],[ 81.25999  84.17998 361.017  ],[ 77.9155   98.45625 368.06   ],[ 84.374916 103.96058  387.341   ],[ 83.70151   74.925026 391.896   ],[ 66.067245  84.431335 367.64    ],[ 64.14955  99.39082 375.412  ],[ 71.877464 105.93533  394.855   ],[ 75.527054  72.53845  401.44    ],[ 60.511066  82.34419  382.726   ],[ 64.10496   93.743034 395.262   ],[ 71.23194 100.28321 411.791  ],[ 66.54384  75.68388 415.835  ],[ 58.879528  84.07289  401.452   ],[ 65.22548   90.595345 407.06    ],[ 73.37593  89.83656 418.856  ],[104.40788 104.38686 422.029  ],[108.428925  99.10142  398.631   ],[111.9211   94.26537 379.723  ],[118.94998   92.181015 362.755   ]
1598:[157.76007 156.88039 366.675  ],[193.87392 135.85136 334.002  ],[192.01604 147.0702  306.52   ],[182.23564 159.4316  293.727  ],[169.99228 171.14366 287.357  ],[184.32724 122.62744 328.826  ],[202.07993 109.65664 303.25   ],[214.95822 101.04256 284.341  ],[227.25    93.8047 265.441 ],[172.36647 114.16642 327.935  ],[182.60779  96.92771 307.633  ],[189.50691  85.4309  292.35   ],[196.12585  74.51991 276.333  ],[154.23114 110.28466 326.369  ],[153.63663  95.10362 313.531  ],[153.05243  87.50013 301.901  ],[152.26862  81.09848 287.605  ],[167.2921  162.17401 341.592  ],[181.20625 164.8563  320.986  ],[184.22914 154.14665 306.432  ],[192.15018 146.61606 289.327  ]
1599:[154.29915 160.0137  361.139  ],[161.93904 115.48368 346.021  ],[165.87086  94.39035 339.006  ],[168.95534  78.0032  333.527  ],[171.86421   62.712723 328.351   ],[145.94853 112.26951 341.767  ],[143.57367  86.81844 330.903  ],[141.95688  68.99172 322.632  ],[140.54903   52.223274 312.794   ],[131.90172 114.44124 339.837  ],[124.654594  93.74914  326.195   ],[119.91379   80.960556 312.255   ],[115.16582  68.37866 297.921  ],[116.29636  123.621666 334.446   ],[108.79841 111.1126  320.452  ],[104.29654 103.35699 310.524  ],[ 99.4162   94.78962 299.181  ],[168.40088 150.39583 355.971  ],[181.78212 137.71579 353.237  ],[192.11618  126.765335 350.684   ],[200.48978 114.0573  347.116  ]
1600:[150.9534  156.82382 361.012  ],[171.94429  127.431984 318.002   ],[183.0138  120.61003 291.128  ],[191.84283  116.456894 269.916   ],[200.70311 112.89594 250.385  ],[156.77806 118.32639 314.613  ],[153.8571   122.511375 278.787   ],[147.48254 142.0199  281.807  ],[144.59196 152.77098 297.586  ],[142.09354 114.40191 316.235  ],[139.4734  102.10503 287.581  ],[136.98096   94.136505 268.067   ],[134.02408  86.22896 249.289  ],[123.5002  117.16858 319.026  ],[119.35466 103.29796 303.993  ],[116.49713  94.55988 293.862  ],[113.122154  85.0178   282.238   ],[154.31429 149.73213 338.382  ],[161.30658 139.66052 318.327  ],[149.49448 128.71228 312.431  ],[135.1606  128.25163 322.456  ]
1601:[130.97478 151.36824 338.902  ],[149.55188  111.624275 307.1     ],[154.14531   90.508965 289.878   ],[157.93799  73.52898 275.752  ],[161.45685   59.770084 258.723   ],[132.62065  104.133736 301.522   ],[129.83138 118.2978  269.953  ],[125.01977 136.21025 280.369  ],[124.59513 135.82031 302.039  ],[116.52536  102.537834 300.214   ],[112.33452  114.603096 272.404   ],[113.42302 131.38242 280.395  ],[116.1089  134.92587 299.471  ],[ 96.85562 108.61513 298.094  ],[ 93.60931  99.19242 277.265  ],[ 91.7216   94.51619 263.62   ],[ 89.77854   90.440834 248.61    ],[147.97365 147.2297  331.225  ],[165.52722 139.35106 324.674  ],[180.06482 132.53127 319.203  ],[196.46196 128.88235 316.418  ]
1602:[171.46149 133.56032 390.881  ],[174.14603 123.35723 324.162  ],[178.05573 117.14092 294.574  ],[184.69798  115.230995 272.301   ],[193.39262 115.43747 252.649  ],[161.28264 134.69788 318.589  ],[155.25856 143.30586 283.939  ],[151.35039 151.22876 260.89   ],[147.50827 160.07135 239.972  ],[150.61267 145.07887 320.848  ],[160.24742 162.30377 298.639  ],[170.19716 167.04831 312.655  ],[169.59276 160.31587 331.662  ],[142.86723 159.32487 330.516  ],[156.79141 168.73215 325.22   ],[166.88826 171.70381 326.203  ],[177.51602 172.19641 330.578  ],[181.31126 146.79846 369.6    ],[190.37955 155.74347 346.887  ],[178.38086 162.83592 337.456  ],[163.40544 167.40683 334.151  ]
1603:[161.36327 164.77187 369.533  ],[185.15451 145.58723 318.741  ],[200.81909 137.52046 296.079  ],[214.16162 130.80261 278.871  ],[227.53693 124.50128 262.758  ],[171.53105 134.68417 315.549  ],[176.13159  115.532745 289.144   ],[179.46819 101.09712 271.053  ],[182.762    86.45451 254.311  ],[157.79033 128.21812 318.127  ],[152.93669 122.35147 287.748  ],[146.45    138.58784 283.363  ],[145.67458 150.19524 295.946  ],[139.4589  127.46811 323.449  ],[134.98517 115.98289 306.494  ],[131.65176 109.52713 294.779  ],[127.49536  103.432945 281.206   ],[158.85147 169.19315 339.636  ],[160.87688 170.86559 312.699  ],[153.25902 160.38763 300.477  ],[143.09915 147.45683 309.455  ]
1604:[129.09276 160.75851 368.558  ],[139.8151 124.8788 332.507 ],[142.0989  105.66377 315.754  ],[143.9287   90.04542 302.754  ],[145.72188  74.72335 290.963  ],[123.46609 119.42249 329.319  ],[114.669334 123.44138  293.758   ],[114.80126 142.30101 283.975  ],[119.702446 158.66432  290.921   ],[108.99634 119.08473 330.396  ],[102.26554 127.16769 300.225  ],[103.56444 142.81804 306.198  ],[107.75126 145.20575 325.314  ],[ 92.12213  125.914116 331.359   ],[ 87.739296 114.6712   313.847   ],[ 84.915436 109.1259   301.184   ],[ 81.860756 104.8415   286.463   ],[128.26816 158.16302 340.832  ],[130.43913 151.10808 317.565  ],[116.56474 141.84561 312.867  ],[101.703575 133.31122  311.465   ]
1605:[159.74266 151.0832  368.279  ],[187.66899  123.401344 329.98    ],[193.61958 140.66702 308.839  ],[190.61339 158.58684 304.094  ],[183.24281 172.26628 309.029  ],[174.79556 117.71666 317.476  ],[189.13318 103.64213 289.113  ],[200.51216  93.76573 269.497  ],[212.46378  84.00554 251.373  ],[160.44081 116.21009 311.177  ],[164.20209  98.50471 287.31   ],[167.80714   89.727646 268.386   ],[171.74208  80.32067 250.399  ],[141.92381 122.00049 305.792  ],[136.8454  112.99153 285.898  ],[134.48383  109.086624 272.238   ],[132.32364 105.74085 257.126  ],[172.77309 156.16878 346.423  ],[188.20953 156.77458 327.966  ],[189.5594  150.97488 308.569  ],[194.32867 145.50206 288.803  ]
1606:[135.1869  156.44997 398.848  ],[152.27945 118.48022 404.237  ],[156.32971 100.52687 399.861  ],[159.49629  86.81922 396.455  ],[162.46626  74.22404 393.274  ],[143.20609 112.59478 387.897  ],[158.14026 117.64657 362.161  ],[156.1393  133.41998 365.106  ],[151.46956 145.67012 372.639  ],[133.32721  111.525116 374.008   ],[143.28069  99.58926 352.71   ],[149.25024 111.19987 345.124  ],[150.96057 124.94215 345.279  ],[121.940834 116.42849  355.095   ],[121.64472 101.44815 346.357  ],[121.795975  91.88303  340.633   ],[122.064255  81.24393  334.38    ],[143.90662 143.98705 391.057  ],[152.63235 129.74667 388.653  ],[159.30139 117.91367 386.097  ],[155.93427 106.3972  374.172  ]
1607:[123.70505 129.59996 414.17   ],[133.2032   90.36957 409.071  ],[131.71272   88.513016 378.302   ],[126.22619  102.143135 376.78    ],[123.24544 112.16864 389.482  ],[119.91741  86.07329 408.171  ],[115.76722  81.36424 371.937  ],[117.09395  94.66972 361.68   ],[120.571915 107.18651  373.741   ],[108.075134  86.62606  407.956   ],[103.66982   82.821236 376.092   ],[104.90636  95.93735 373.937  ],[107.941956 104.32251  389.657   ],[ 93.84365  92.0608  402.89   ],[ 93.59191  90.02605 380.521  ],[ 96.57312   98.539185 380.078   ],[ 98.47507  104.742676 392.59    ],[135.17903 122.41672 401.293  ],[147.19171 112.51828 393.192  ],[156.56131  103.478424 386.504   ],[168.80527  97.75002 380.73   ]
1608:[158.98773 147.19061 356.198  ],[172.51631 110.46443 315.283  ],[178.6706    98.999504 287.798   ],[184.09732  89.3025  266.941  ],[189.70526   80.794655 247.354   ],[155.40407  105.902306 310.308   ],[160.43517  81.26139 288.296  ],[164.28981  65.28699 269.677  ],[168.2267    50.985096 250.748   ],[139.8623  106.48136 310.422  ],[137.23473  85.15045 290.025  ],[135.03244  74.76857 271.143  ],[132.69614  68.65366 251.532  ],[122.26232 114.84314 311.332  ],[115.517975 106.17409  291.122   ],[111.97047 102.88599 277.218  ],[108.59644 100.85889 261.87   ],[171.88643 154.752   332.5    ],[186.56783 156.8944  311.968  ],[199.52039 158.53946 294.97   ],[216.23413 162.5585  281.646  ]
1609:[144.5694  197.17511 338.56   ],[146.32413 160.9479  300.422  ],[144.4843  142.23412 282.395  ],[142.95926 126.62013 268.772  ],[141.59201  111.667816 255.566   ],[127.37982 161.78484 294.812  ],[118.28254 143.40236 269.283  ],[112.122406 134.47871  248.011   ],[105.879074 126.61139  227.865   ],[111.62826 166.72684 294.123  ],[104.70125 166.71184 262.832  ],[ 99.197685 166.71739  242.328   ],[ 93.05309 166.73563 222.901  ],[ 95.783485 180.18758  293.736   ],[100.02619 192.752   275.186  ],[106.95576 200.67287 281.392  ],[109.49344 199.4032  296.398  ],[142.34332 202.80473 307.997  ],[141.7745  202.41016 282.363  ],[124.066536 198.52264  275.24    ],[105.02604 194.4098  273.315  ]
1610:[105.428406 168.27654  368.696   ],[122.421165 141.55739  327.176   ],[117.14734 158.26764 302.95   ],[111.808075 173.23404  310.176   ],[110.55997 175.7364  328.896  ],[106.751396 133.79774  320.835   ],[106.65128 125.84279 287.151  ],[106.07865 120.85986 264.137  ],[105.10791 116.57267 242.911  ],[ 91.87766 130.56424 319.895  ],[ 85.0716  138.12865 288.944  ],[ 81.63985 153.93005 293.639  ],[ 84.0291  155.96828 312.479  ],[ 73.18789 134.02281 319.912  ],[ 66.09168 128.63217 298.234  ],[ 61.164467 125.00465  284.761   ],[ 55.328033 121.001595 270.133   ],[102.67315 172.86655 338.485  ],[103.829414 173.46747  312.742   ],[ 96.00699 166.60327 295.324  ],[ 82.92607 155.4362  285.896  ]
1611:[153.46962 189.69566 316.858  ],[160.98282 147.93674 282.191  ],[164.22708  127.598465 263.66    ],[166.50746 111.25647 248.492  ],[168.04228  96.19601 232.986  ],[142.39578 141.25594 285.733  ],[136.84154 113.54489 270.131  ],[132.67339  93.31082 259.506  ],[128.41338  73.55057 249.491  ],[127.13418 140.69054 292.162  ],[114.00893  123.724525 271.151   ],[104.09566 111.46908 257.047  ],[ 93.01033 100.14324 242.409  ],[109.73896 148.10182 298.49   ],[104.76175 158.2801  277.356  ],[112.60844 167.8907  275.793  ],[122.98919 171.76175 285.129  ],[143.55232 190.24347 289.058  ],[137.3009 185.3462 265.28  ],[122.14174 173.29654 270.971  ],[106.78387 161.10619 270.846  ]
1612:[123.26241 145.60315 362.439  ],[139.326   124.64411 308.813  ],[139.46112 107.90564 285.707  ],[139.43678  93.51012 268.31   ],[139.2664   78.82527 252.505  ],[132.87537  108.519936 314.759   ],[107.82086 110.32162 291.441  ],[ 99.82561 124.20665 303.239  ],[107.72824 130.81485 322.389  ],[126.154366  98.672066 325.086   ],[105.80505  97.9499  302.286  ],[ 97.946396 108.747505 312.768   ],[103.2295  115.18408 330.697  ],[114.350784  93.1038   339.427   ],[105.338844  81.64609  322.943   ],[ 99.26178  73.97378 312.722  ],[ 92.03225  65.39137 301.558  ],[129.62279 152.85178 340.555  ],[139.37436 158.44537 318.633  ],[148.26967 163.50525 300.939  ],[158.35304 171.13606 283.967  ]
1613:[150.57835 160.10574 350.795  ],[144.72646 117.70577 319.917  ],[142.39113  96.62873 304.184  ],[140.4047  79.3792 292.267 ],[137.67142  63.02836 280.251  ],[130.09358 114.38784 330.115  ],[112.94988  94.12965 315.696  ],[100.59777  79.59094 306.04   ],[ 88.65514  65.56993 297.235  ],[119.654396 116.32489  341.59    ],[102.22373  118.634125 315.826   ],[105.41215 134.29    315.485  ],[116.45005 139.46039 329.172  ],[108.30719 125.07068 353.099  ],[101.021286 114.12539  337.532   ],[ 97.5928  121.35907 327.614  ],[ 99.9358  132.27351 330.336  ],[155.01273 157.54617 324.998  ],[161.01122 149.93301 302.41   ],[164.79866 141.60396 284.524  ],[173.29283 135.55113 266.252  ]
1614:[163.4842  165.38585 391.834  ],[159.73352 127.65902 362.586  ],[177.40103 130.53397 345.378  ],[186.48062 140.72186 355.261  ],[184.19846 146.97958 372.851  ],[150.89853 133.7201  344.461  ],[172.11458 135.89848 322.952  ],[178.76501 149.33768 333.827  ],[171.73996 155.1321  350.994  ],[143.56744 143.59326 332.651  ],[158.85385 142.83723 309.018  ],[169.27362 152.67902 316.993  ],[168.28079 158.8917  333.556  ],[139.54288 160.96529 321.28   ],[134.5953  156.69005 300.404  ],[132.36473 153.82559 287.228  ],[130.63908 150.52122 272.94   ],[171.67644 151.13599 392.355  ],[177.14862 135.25931 392.789  ],[180.63913 122.27629 390.139  ],[183.76985 109.08483 386.244  ]
1615:[160.47507 155.10558 376.902  ],[170.15419  125.152275 328.933   ],[173.68942 108.2128  307.729  ],[176.62556  93.96528 291.711  ],[179.56383  79.66985 277.195  ],[155.14954  117.097626 332.128   ],[143.38055   99.968796 306.65    ],[133.1857   89.85281 287.729  ],[122.03539  81.6495  269.639  ],[142.40683  114.237465 339.63    ],[129.1122 116.164  311.726 ],[128.34486 132.24715 312.979  ],[135.24622 138.97774 328.439  ],[127.2804  117.80451 349.552  ],[125.19191 110.5024  328.61   ],[122.414795 119.74214  322.429   ],[122.080986 129.28946  330.414   ],[172.83092 154.8604  358.292  ],[186.88802 151.17937 340.176  ],[199.1613  147.64502 325.429  ],[214.58336 147.28775 312.843  ]
1616:[166.07675 181.13737 314.485  ],[172.35974 131.64905 293.974  ],[176.04439 107.30033 284.885  ],[178.96727   87.995575 278.06    ],[181.74416  69.69762 271.851  ],[153.36032 129.28276 290.489  ],[150.14421 100.26801 277.906  ],[147.86517  79.52191 268.964  ],[145.67926   59.481762 260.442   ],[137.06503 132.82109 289.736  ],[133.69684  116.571526 264.247   ],[131.12177 104.18311 247.489  ],[128.34335  90.83986 231.575  ],[119.50246 144.97263 286.32   ],[123.48293 151.45703 265.188  ],[130.3121  162.46512 265.837  ],[134.22687 168.7382  277.723  ],[165.09576 175.8707  287.482  ],[166.37077 164.33224 266.635  ],[148.97601 155.6177  262.47   ],[130.83954 146.85168 258.75   ]
1617:[119.11147 118.25625 423.122  ],[119.6542    89.531654 370.685   ],[115.17938 103.64167 350.477  ],[119.72712  114.486984 367.308   ],[124.031715 111.053185 387.014   ],[104.4263   86.15913 368.517  ],[ 94.88604  98.26254 339.749  ],[ 99.86741 114.7289  343.876  ],[108.47884 121.92912 361.277  ],[ 92.198494  86.79807  372.099   ],[ 86.00802 101.32805 351.327  ],[ 88.978226 112.131325 365.612   ],[ 93.61735 111.78569 385.311  ],[ 79.32399  93.83264 378.789  ],[ 77.52308  103.184616 362.205   ],[ 85.219475 108.88575  369.175   ],[ 90.98184 107.10479 383.407  ],[124.84401 123.9702  398.225  ],[131.78236 125.34463 374.975  ],[137.61133 126.35557 355.853  ],[142.32463  126.548805 335.536   ]
1618:[139.4689   126.086945 402.422   ],[147.47252  89.86205 364.71   ],[150.91821  71.73464 345.838  ],[150.81705   58.604355 327.605   ],[148.80173   47.126186 309.393   ],[135.6555    82.602036 372.317   ],[121.98729  79.09826 339.706  ],[116.1007   95.11933 343.501  ],[121.000465 103.54587  362.312   ],[125.71413   80.912636 382.376   ],[111.78074   83.438324 356.506   ],[109.829094  97.01913  362.903   ],[114.90401 104.60123 379.138  ],[113.02812  84.81072 393.321  ],[105.81126  88.55484 373.193  ],[108.5741    97.489914 375.035   ],[114.565155 101.87185  387.446   ],[145.37573 125.85642 377.022  ],[153.76892 121.97069 354.272  ],[161.36569 118.45367 335.926  ],[172.08537 119.02585 319.036  ]
1619:[157.55237 157.73485 351.03   ],[187.28482 124.40859 323.681  ],[201.32892 141.48004 308.945  ],[192.69885 156.6955  313.301  ],[179.01851 159.4216  324.404  ],[178.21138  122.557465 304.707   ],[196.66368 104.3388  283.565  ],[210.7973   90.92858 269.286  ],[226.2146   79.33205 255.42   ],[166.44077 124.9881  292.009  ],[175.94292 108.95936 267.812  ],[184.52228   98.908325 251.018   ],[194.49565   89.330986 234.736   ],[151.35757 136.31961 279.681  ],[149.65414 129.5809  258.29   ],[149.37302 125.67558 244.719  ],[149.143  121.0582 230.075 ],[177.7405  163.43535 345.64   ],[197.01205 163.50328 341.513  ],[206.94472 160.42569 323.677  ],[198.51318 156.69133 308.184  ]
1620:[163.15642 155.94656 383.38   ],[185.59113 124.3869  349.372  ],[181.67458 129.44957 320.357  ],[175.60747 145.6663  321.56   ],[170.26213 160.12518 323.511  ],[172.67966  114.532555 350.036   ],[170.72949 115.09698 314.041  ],[163.42723 125.2279  295.958  ],[153.98874 140.37454 297.064  ],[159.92653 110.1782  354.048  ],[155.0039   104.910065 323.381   ],[149.33365 111.01399 305.708  ],[143.74303 123.98105 296.448  ],[143.14124 111.45023 357.67   ],[140.4547   98.38413 343.599  ],[138.52208   90.694885 333.239   ],[136.21545   82.586174 321.141   ],[172.54527 153.64903 361.052  ],[185.00652 148.30075 342.031  ],[195.8891  143.23433 326.649  ],[207.92972 137.77711 311.28   ]
1621:[128.41867 146.00769 407.443  ],[137.17554  106.407715 396.411   ],[149.691   111.12355 375.977  ],[146.85367  125.690605 375.365   ],[138.48038 133.18044 385.14   ],[126.177666 104.24591  379.029   ],[137.76585 100.98951 349.49   ],[145.174   115.75796 354.335  ],[142.34393 123.83804 371.86   ],[115.49194 106.83977 365.965  ],[120.79569   94.520706 341.182   ],[126.55583   88.288284 324.341   ],[133.6831   83.91954 308.467  ],[104.53052 116.40884 350.202  ],[100.51163 102.49688 337.783  ],[ 97.91903  93.36879 330.055  ],[ 95.31234   83.107895 321.457   ],[142.54742 143.5924  389.232  ],[155.57594 136.80222 376.827  ],[151.64165 129.25325 359.553  ],[140.90775 123.57972 345.879  ]
1622:[166.33986 142.37056 382.838  ],[178.46701 106.28576 344.638  ],[169.04532 113.96178 319.979  ],[162.76393 126.93303 332.57   ],[165.66353 127.64212 352.922  ],[164.74294  98.42205 350.523  ],[156.78436  93.79712 316.09   ],[146.82484  107.002625 305.536   ],[140.98112 122.71737 310.582  ],[152.82466  96.27293 359.226  ],[142.31358  89.05865 331.267  ],[136.42146 101.53325 322.974  ],[136.68074 115.81661 328.499  ],[138.07385 100.14244 368.691  ],[137.59514   86.129776 356.652   ],[136.80074  77.62701 347.455  ],[135.24504  69.14733 335.531  ],[170.31569 142.60509 354.659  ],[177.43364 138.9322  329.855  ],[181.46503 132.77173 310.35   ],[187.99525  127.843185 290.393   ]
1623:[167.84563 142.32962 373.043  ],[183.9217  111.76693 325.379  ],[199.94931 125.42996 309.084  ],[196.76378 139.07268 322.713  ],[186.67494 139.23549 340.044  ],[171.57462  115.695145 310.544   ],[178.54155  97.64996 281.357  ],[188.52138   89.704445 259.916   ],[199.38127  81.69642 240.394  ],[158.94194  122.908104 303.298   ],[157.89523 111.8547  274.143  ],[158.51956  105.055626 254.294   ],[160.60701  99.42406 235.086  ],[145.97775 138.28017 299.461  ],[141.26868 139.85945 276.724  ],[137.94481 140.97415 262.648  ],[134.27737 142.54907 247.434  ],[185.96968 139.98575 365.047  ],[202.6644  133.49873 356.296  ],[202.3602  131.00919 335.195  ],[200.81273 128.61673 314.332  ]
1624:[160.33485 160.26552 376.614  ],[187.32414 129.8615  346.789  ],[183.95882 138.83675 318.932  ],[171.76387 151.13847 321.026  ],[163.48938 156.77362 336.022  ],[175.0982 119.0775 345.649 ],[172.44748 123.37604 310.236  ],[165.08507 137.16824 295.686  ],[157.77293 151.46172 303.416  ],[162.2703  113.75306 347.762  ],[158.57126  111.311646 316.37    ],[153.66031 122.22049 302.25   ],[149.7106  137.58087 301.234  ],[144.83636 113.83216 348.714  ],[146.4874 101.4866 333.015 ],[147.37119  94.82097 321.285  ],[148.10252  89.22204 307.052  ],[172.88531 164.96217 355.303  ],[188.43327 166.04704 337.758  ],[202.00287 166.4579  323.348  ],[217.01599 167.43108 309.174  ]
1625:[119.16356 167.22093 377.776  ],[108.6776   126.508194 355.781   ],[120.684364 121.03705  334.876   ],[133.22267 129.25438 346.447  ],[131.37602 135.62617 364.017  ],[ 99.06994 131.97612 335.239  ],[ 96.61978 114.96279 307.464  ],[ 94.92981 101.86208 288.924  ],[ 93.422066  88.46904  272.049   ],[ 91.69693 141.78308 320.714  ],[ 94.19951 128.97275 296.288  ],[110.094894 135.41512  297.34    ],[115.96991 145.36212 310.845  ],[ 88.586136 159.05634  306.218   ],[ 79.00637 151.25797 287.578  ],[ 72.593475 145.87366  276.002   ],[ 66.688484 139.32019  263.299   ],[128.67754 156.03787 363.384  ],[134.9768 141.6181 352.542 ],[128.86836 138.25854 332.476  ],[118.3491  140.25941 313.594  ]
1626:[128.96175 147.77693 362.509  ],[161.70613 117.79372 344.085  ],[170.4552  98.1194 337.021 ],[175.33487   84.274315 322.808   ],[176.87877  75.32965 303.695  ],[151.59729  104.848656 345.039   ],[144.33734 106.17509 309.87   ],[136.07199 122.57339 314.209  ],[136.41562 128.76006 334.323  ],[140.00201  97.65099 347.698  ],[132.75543  97.62689 316.691  ],[126.36591 112.14504 318.172  ],[126.724075 120.0567   334.901   ],[122.770584  94.4899   347.457   ],[125.34034   79.563034 336.516   ],[125.53363  73.6478  323.602  ],[124.526505  71.30025  308.229   ],[144.3899  149.67664 351.297  ],[162.23517 148.96179 342.946  ],[177.15631 147.5206  336.078  ],[192.61452 151.33669 330.362  ]
1627:[121.716545 154.28485  384.252   ],[137.00726 123.79407 344.864  ],[143.77988 136.34079 321.299  ],[139.44095 150.36917 331.012  ],[133.75105 149.28378 349.454  ],[121.880775 121.47819  332.426   ],[126.22936 111.52723 300.035  ],[129.92133  105.089165 277.951   ],[134.26028  101.660194 257.298   ],[107.178535 123.172585 326.291   ],[110.23421 130.28937 297.223  ],[111.85804 146.0136  303.22   ],[110.835434 148.33662  321.679   ],[ 90.26518 132.45778 321.27   ],[ 82.662834 123.77641  301.831   ],[ 78.315216 119.311844 288.686   ],[ 73.76355 115.0074  274.07   ],[126.1572  158.64384 355.911  ],[132.8668  158.12492 332.123  ],[126.22972 153.7324  312.982  ],[111.44345 147.75624 302.323  ]
1628:[123.86419 134.26675 394.863  ],[124.925354  92.0446   393.746   ],[130.5304   88.04606 365.764  ],[129.26369  102.991356 362.772   ],[125.36391 111.69358 377.446  ],[110.58942   90.136665 384.401   ],[115.80452   87.824875 351.089   ],[116.92245 104.45628 351.749  ],[114.545845 112.48985  369.452   ],[ 98.253876  93.02395  376.886   ],[101.75532  90.45332 347.558  ],[104.37961 102.96266 339.737  ],[105.3284  116.66593 344.495  ],[ 85.26491 101.61328 364.218  ],[ 91.06705  99.48979 345.904  ],[ 95.38283 107.69133 342.469  ],[ 95.85096  117.048805 350.31    ],[133.53001 121.60181 395.814  ],[141.98647 107.48775 399.699  ],[148.3209   96.06136 402.562  ],[157.67093  87.70349 407.857  ]
1629:[147.52858 122.0894  398.354  ],[159.20586 110.9899  334.142  ],[168.9566  106.35004 306.399  ],[177.60413 103.12762 285.485  ],[186.70691 101.14193 266.484  ],[143.00056 111.7826  325.55   ],[138.70044 116.12311 289.922  ],[142.51205 135.47583 293.838  ],[146.22102 140.0788  314.318  ],[128.26974 113.81963 325.088  ],[122.49751 120.46681 294.603  ],[118.171875 126.18094  274.815   ],[113.46371 132.43231 256.075  ],[112.780205 121.349205 331.547   ],[104.28128  126.453125 310.432   ],[ 98.8892  130.68806 297.495  ],[ 92.94242 136.24089 283.714  ],[150.10353 128.04057 372.271  ],[154.74927 130.65955 346.269  ],[140.77904 129.69434 335.67   ],[126.76026 127.19182 342.968  ]
1630:[140.594   175.47595 389.83   ],[157.38206 139.98317 367.329  ],[158.09517 120.61112 358.542  ],[158.63853 105.46444 351.845  ],[159.14005  91.26208 345.726  ],[143.9488  132.40878 368.002  ],[136.71205  125.295906 334.493   ],[133.87943 139.4577  318.892  ],[135.22586 155.84932 320.459  ],[131.36923 130.13838 370.846  ],[124.80683  124.739395 340.742   ],[121.26948 136.41933 327.067  ],[121.805954 150.64664  329.749   ],[115.42967 133.66602 371.406  ],[113.76489 138.91812 349.258  ],[116.641884 148.26805  350.616   ],[119.79576 152.84248 363.306  ],[140.15425 171.53859 362.524  ],[143.30394 163.9233  340.867  ],[146.05185 156.95247 323.442  ],[135.29514 144.5623  322.761  ]
1631:[158.01025 162.42871 368.486  ],[181.95    143.86516 317.26   ],[184.7587  150.78244 286.911  ],[186.22246 158.35234 264.47   ],[187.18863 167.10204 244.389  ],[168.24242 133.0785  313.306  ],[171.88528 123.01075 279.744  ],[173.23154 118.1274  256.173  ],[171.73029 119.04278 234.359  ],[154.35562  126.611046 315.305   ],[148.44728 125.20898 284.119  ],[142.62016 142.00543 283.899  ],[143.66771 149.38023 300.559  ],[135.81064 125.87216 320.152  ],[132.33142 134.4106  299.494  ],[130.61452 145.89494 297.454  ],[130.28566 155.78879 305.067  ],[153.22917 168.11856 338.244  ],[153.09428 171.028   311.022  ],[145.30382 161.72151 297.147  ],[136.69711 151.40523 283.423  ]
1632:[149.18414 124.49657 402.645  ],[153.21964  99.69117 344.731  ],[147.39859  92.83142 315.397  ],[142.23045  87.47281 293.233  ],[136.79027  82.79306 273.023  ],[137.03033  96.22653 342.606  ],[132.10953 113.27953 316.518  ],[132.32356 126.23939 333.233  ],[134.84282 122.9846  354.788  ],[123.690475  96.41292  346.781   ],[118.296646 113.118774 326.89    ],[121.531525 124.32544  340.828   ],[125.9976  121.54432 359.919  ],[109.67677 103.08858 355.353  ],[109.550415 115.244545 341.353   ],[117.70861 119.84723 348.98   ],[123.327576 116.54248  362.214   ],[161.26329 122.26464 386.093  ],[173.89386  116.788055 368.688   ],[184.9829 111.9799 354.651 ],[199.27843 109.30507 344.918  ]
1633:[122.38508 138.04024 413.753  ],[119.28672 106.9243  367.188  ],[111.27639 116.73253 341.362  ],[108.92305 131.42883 349.197  ],[111.84802 135.18716 368.998  ],[104.85204 103.25554 370.011  ],[ 92.73594 102.494   334.812  ],[ 83.07579 102.71794 311.438  ],[ 72.89872  104.194115 290.401   ],[ 93.90621  103.869354 377.067   ],[ 83.401215 115.45926  352.608   ],[ 87.69167 127.63886 362.519  ],[ 95.35215 127.41547 381.221  ],[ 82.31849 110.74653 386.221  ],[ 73.838905 102.128784 368.102   ],[ 68.03501  98.84533 354.865  ],[ 61.53091  97.1119  339.901  ],[115.22363 138.44829 384.867  ],[110.190895 134.75775  358.766   ],[ 97.18523  127.143105 356.058   ],[ 91.17687 124.18533 372.83   ]
1634:[161.77437 169.85745 347.911  ],[193.1952  137.86905 321.199  ],[190.02057 147.0596  292.797  ],[176.19579 160.14752 289.696  ],[164.76543 167.57628 301.107  ],[180.58911 125.56168 320.576  ],[195.89476 105.93434 300.677  ],[206.78178   92.189804 285.226   ],[217.43433  78.87795 270.03   ],[166.99995 119.18652 322.793  ],[176.70284  98.65843 309.237  ],[183.36043  84.40777 299.378  ],[188.91777  71.59685 285.482  ],[148.20297 118.34778 323.351  ],[147.24501  102.071144 313.994   ],[146.53247   92.203896 306.12    ],[145.64877   81.854416 295.9     ],[174.41823 162.07352 334.922  ],[189.95161 152.33125 324.355  ],[188.66006 137.02226 318.266  ],[178.47575 123.96668 316.542  ]
